date	author
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput22JAN2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput22FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput21JAN2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput21FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput20JAN2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput20FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput19JAN2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput19FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput18FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput17JAN2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput17FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput16JAN2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput16FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput15FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput14JAN2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput14FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput13JAN2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput13FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput12FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput11FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput10FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput09FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput07FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput06FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput05FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput02FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput01FEB2010.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\XslOutput.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\WholeXslOutput.json
29 March 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\PajekVisualizationPrototypes.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\PajekVisualizationExamples.json
17 May 2011	Don Brutzman and Elaine Reid	..\www.web3d.org\x3d\content\examples\Savage\Tools\Visualization\NewmanOutput15JAN2010.json
12 February 2001	Mike Hunsberger	..\www.web3d.org\x3d\content\examples\Savage\Tools\Slider\SliderPrototype.json
12 February 2001	Mike Hunsberger	..\www.web3d.org\x3d\content\examples\Savage\Tools\Slider\SliderExample.json
20 May 2005	Travis Rauch  Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\SMAL\SavageVehicleMetadataTemplate.json
16 February 2006	Travis Rauch  Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\SMAL\SavageTerrainMetadataTemplate.json
20 May 2005	Travis Rauch  Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\SMAL\SavageObjectMetadataTemplate.json
10 October 2003	Brian Hittner  CPT  U.S.A.	..\www.web3d.org\x3d\content\examples\Savage\Tools\Terrain\GeoTerrainGrid.json
7 October 2003	Brian Hittner  CPT  U.S.A.	..\www.web3d.org\x3d\content\examples\Savage\Tools\Terrain\GeoLocation3.json
10 October 2003	Brian Hittner  CPT  U.S.A.	..\www.web3d.org\x3d\content\examples\Savage\Tools\Terrain\DTEDSingleGrid.json
10 October 2003	Brian Hittner  CPT  U.S.A.	..\www.web3d.org\x3d\content\examples\Savage\Tools\Terrain\DTEDMultiGrid.json
1 January 2001	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Explosions\MultipleTimerExplodingBuildingPrototype.json
28 September 2002	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Explosions\MultipleTimerExplodingBuildingExample.json
27 July 2006	Alan Hudson  Yumetech  Inc	..\www.web3d.org\x3d\content\examples\Savage\Tools\Explosions\ExplosionPrototype.json
29 September 2007	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Explosions\ExplosionExample.json
1 January 2001	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Explosions\ExplodingBuildingPrototype.json
16 September 2002	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Explosions\ExplodingBuildingExample.json
1 November 2000	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\ViewPositionOrientationPrototype.json
1 November 2000	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\ViewPositionOrientationExample.json
15 June 2001	Don Brutzman  Mike Hunsberger  Jane Wu	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\SingleTypeConversionPrototype.json
8 June 2003	Don Brutzman  Mike Hunsberger  Jane Wu	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\SingleTypeConversionExample.json
*enter date*	*enter name of original author here*	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\PixelTextureTemplate.json
10 June 2004	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\PixelTextureNavyJackDontTreadOnMe.json
8 November 2000	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\GridYZ_20x20Movable.json
6 September 2011	MV4204 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\GridYZ_20x20Fixed.json
22 November 2000	MV4204 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\GridXZ_20x20Movable.json
3 September 2000	MV4204 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\GridXZ_20x20Fixed.json
2 February 2003	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\GridXZPrototype.json
2 February 2003	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\GridXZExample.json
22 November 2000	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\GridXY_20x20Movable.json
6 September 2011	MV4204 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\GridXY_20x20Fixed.json
*enter date*	*enter name of original author here*	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\GridsExamplePixelTexture.json
11 October 2001	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\GridsExample.json
18 December 2001	Don Brutzman  James Harney  Jane Wu	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\FilterPrototypes.json
18 December 2001	Don Brutzman  James Harney  Jane Wu	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\FilterExamples.json
14 July 2000	Don Brutzman  Byounghyun Yoo	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\CoordinateAxesNSEW.json
2 September 2000	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\CoordinateAxesInlineExample.json
14 July 2000	Don Brutzman  Byounghyun Yoo	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\CoordinateAxes.json
9 November 2003	Don Brutzman  Ken Curtin  Duane Davis  Christos Kalogrias	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\AnimatedViewpointRecorderSample.json
24 October 2003	Don Brutzman  Ken Curtin  Duane Davis  Christos Kalogrias	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\AnimatedViewpointRecorderPrototype.json
9 November 2003	Don Brutzman  Ken Curtin  Duane Davis  Christos Kalogrias	..\www.web3d.org\x3d\content\examples\Savage\Tools\Authoring\AnimatedViewpointRecorderExample.json
13 June 2004	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\ViewPositionOrientationHUD.json
1999	Leonard Daly	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\HudControlPanelPrototype.json
1999	Leonard Daly	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\HudControlPanelExample.json
9 November 2003	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\HeadsUpDisplayPrototype.json
9 November 2003	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\HeadsUpDisplayExample.json
19 July 2001	Jane Wu  Don Brutzman  Jonathan Roberts	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\DvdControllerPrototype.json
10 November 2001	Jane Wu  Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\DvdControllerExample.json
1 February 2003	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\CrossHairPrototype.json
1 February 2003	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\CrossHairExample.json
1 August 2006	Christian Greuel  Director of Art & Production  Planet 9 Studios  Inc.	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\CompassRosePrototype.json
1 August 2006	Christian Greuel  Director of Art & Production  Planet 9 Studios  Inc.	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\CompassRoseExample.json
16 June 2001	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\CameraCompassPrototypes.json
16 June 2001	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\CameraCompass8Example.json
17 June 2001	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\CameraCompass36Example.json
17 June 2001	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\HeadsUpDisplays\CameraCompass12Example.json
6 April 2001	Don Brutzman  Curtis Blais  Jeff Weekley  Jane Wu	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\WaypointInterpolatorPrototype.json
6 April 2001	Don Brutzman  Curtis Blais  Jeff Weekley  Jane Wu	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\WaypointInterpolatorExample.json
10 December 2002	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\ViewpointSequencerPrototype.json
11 December 2002	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\ViewpointSequencerExample.json
4 April 2006	Don Brutzman and MV4204 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\TimeSensorEaseInEaseOutPrototype.json
4 April 2006	Don Brutzman and MV4205 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\TimeSensorEaseInEaseOutExample.json
29 August 2003	Don Brutzman and MV4204 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\TimeDelaySensorPrototype.json
18 August 2003	Don Brutzman and MV4204 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\TimeDelaySensorExample.json
3 August 2001	Mike Hunsberger  Jane Wu	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\SliderIntegerPrototype.json
19 September 2001	Jane Wu	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\SliderIntegerExample.json
17 October 2001	Mike Hunsberger  Jane Wu	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\SliderFloatPrototype.json
17 October 2001	Jane Wu	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\SliderFloatExample.json
3 September 2004	Don Brutzman and MV4204 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\RelativeProximitySensorPrototype.json
7 September 2004	Don Brutzman and MV4204 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\RelativeProximitySensorExample.json
11 May 2004	Don Brutzman  Murat Onder and MV4205 class  Spring 2004 Quarter	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\PushButtonPrototype.json
12 May 2004	Don Brutzman  Murat Onder and MV4205 class  Spring 2004 Quarter	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\PushButtonExample.json
14 May 2001	Frederic Roussille	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\PointTrackGeneratorPrototype5.json
13 June 2004	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\NavigationInfoStack.json
29 April 2004	Don Brutzman and MV4205 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\MaterialTogglePrototype.json
2 May 2004	Don Brutzman and MV4205 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\MaterialToggleExample.json
29 April 2004	Don Brutzman and MV4205 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\MaterialChoicePrototype.json
2 May 2004	Don Brutzman and MV4205 class	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\MaterialChoiceExample.json
1 May 2001	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\HiddenViewpointPrototype.json
2 June 2004	Murat Onder and Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\FlyingTextPrototype.json
2 June 2004	Murat Onder	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\FlyingTextExample.json
26 May 2004	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\DoubleClickTouchSensorPrototype.json
26 May 2003	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\DoubleClickTouchSensorExample.json
25 May 2003	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\ColorSequencerPrototype.json
25 May 2003	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\ColorSequencerExample.json
8 January 2002	Jane Wu	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\BathymetryGeneratorViaExtrusionPrototype.json
8 February 2002	Don Brutzman  Jane Wu	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\BathymetryGeneratorPrototype.json
12 February 2002	Jane Wu	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\BathymetryGeneratorExample.json
1 October 1998	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\ArbitraryAxisCylinderSensorPrototype.json
1 October 1998	Don Brutzman	..\www.web3d.org\x3d\content\examples\Savage\Tools\Animation\ArbitraryAxisCylinderSensorExamples.json
1 July 2000	Andy Wiest	..\www.web3d.org\x3d\content\examples\Savage\Submarines\Various\XperimentalSub.json
1 August 2001	Alper SINAV	..\www.web3d.org\x3d\content\examples\Savage\Submarines\Various\Type209PrevezePropeller.json
1 August 2001	Alper SINAV	..\www.web3d.org\x3d\content\examples\Savage\Submarines\Various\Type209PrevezeDieselSubmarineAnimated.json
1 August 2001	Alper SINAV	..\www.web3d.org\x3d\content\examples\Savage\Submarines\Various\Type209PrevezeDieselSubmarine.json
1 September 2002	Anthony Varelas	..\www.web3d.org\x3d\content\examples\Savage\Submarines\Various\Type209GlafkosDieselSubmarinePropeller.json
1 August 2002	Anthony Varelas	..\www.web3d.org\x3d\content\examples\Savage\Submarines\Various\Type209GlafkosDieselSubmarineAnimated.json
1 eptember 2002	Anthony Varelas	..\www.web3d.org\x3d\content\examples\Savage\Submarines\Various\Type209GlafkosDieselSubmarine.json
31 July 2000	Andy Wiest	..\www.web3d.org\x3d\content\examples\Savage\Submarines\Various\TowedArrayHousing.json
7 October 2002	Anthony Varelas	..\www.web3d.org\x3d\content\examples\Savage\Submarines\Various\SubmarineRadar.json
21 July 2000	Andy Wiest	..\www.web3d.org\x3d\content\examples\Savage\Submarines\Various\ShroudedPropulsor.json
1 March 2007	Ryan Alexander Rippeon	..\www.web3d.org\x3d\content\examples\Savage\Submarines\SsnSeawolfUnitedStates\SSN21Seawolf.json
19 September 2001	Jeffrey Weekley	..\www.web3d.org\x3d\content\examples\Savage\Submarines\SsgnOhioUnitedStates\TridentMissileTubePrototype.json
19 September 2001	Jeffrey Weekley	..\www.web3d.org\x3d\content\examples\Savage\Submarines\SsgnOhioUnitedStates\TridentMissileTubeExample.json
19 September 2001	Jeffrey Weekley	..\www.web3d.org\x3d\content\examples\Savage\Submarines\SsgnOhioUnitedStates\TridentHatch.json
22 July 2007	Stephen Matsuba	..\www.web3d.org\x3d\content\examples\Savage\Submarines\SsgnOhioUnitedStates\Ohio.json
19 September 2001	Jeffrey Weekley	..\www.web3d.org\x3d\content\examples\Savage\Submarines\SsgnOhioUnitedStates\MissileCompartment.json
17 August 2000	Mike Perry	..\www.web3d.org\x3d\content\examples\Savage\Space\SpaceAttack\SpaceAttack.json
8 August 2000	Mike Perry	..\www.web3d.org\x3d\content\examples\Savage\Space\SolarSystem\SolarSystem.json
4 August 2003	LT Ken Curtin	..\www.web3d.org\x3d\content\examples\Savage\Submarines\SsnLosAngelesUnitedStates\Sail.json
10 August 2003	LT Ken Curtin	..\www.web3d.org\x3d\content\examples\Savage\Submarines\SsnLosAngelesUnitedStates\Rudder.json
10 August 2003	LT Ken Curtin	..\www.web3d.org\x3d\content\examples\Savage\Submarines\SsnLosAngelesUnitedStates\Planes.json
